a,b,c,d,e,f,g,h,i,j,k
511,255.5,100,y,0,ON,0,OFF,0,signal,1
512,256,100,y,0,ON,0,OFF,0,signal,1
513,256.5,100,y,0,ON,0,OFF,0,signal,1
514,257,100,y,0,ON,0,OFF,0,signal,1
515,257.5,100,y,0,ON,0,OFF,0,signal,1
516,258,100,y,0,ON,0,OFF,0,signal,1
517,258.5,100,y,0,ON,0,OFF,0,signal,1
518,259,100,y,0,ON,0,OFF,0,signal,1
519,259.5,100,y,0,ON,0,OFF,0,signal,1
520,260,100,y,0,ON,0,OFF,0,signal,1
521,260.5,100,y,0,ON,0,OFF,0,signal,1
522,261,100,y,0,ON,0,OFF,0,signal,1
523,261.5,100,y,0,ON,0,OFF,0,signal,1
524,262,100,y,0,ON,0,OFF,0,signal,1
525,262.5,100,y,0,ON,0,OFF,0,signal,1
526,263,100,y,0,ON,0,OFF,0,signal,1
527,263.5,100,y,0,ON,0,OFF,0,signal,1
528,264,100,y,0,ON,0,OFF,0,signal,1
529,264.5,100,y,0,ON,0,OFF,0,signal,1
530,265,100,y,0,ON,0,OFF,0,signal,1
531,265.5,100,y,0,ON,0,OFF,0,signal,1
532,266,100,y,0,ON,0,OFF,0,signal,1
533,266.5,100,y,0,ON,0,OFF,0,signal,1
534,267,100,y,0,ON,0,OFF,0,signal,1
535,267.5,100,y,0,ON,0,OFF,0,signal,1
536,268,100,y,0,ON,0,OFF,0,signal,1
537,268.5,100,y,0,ON,0,OFF,0,signal,1
538,269,100,y,0,ON,0,OFF,0,signal,1
539,269.5,100,y,0,ON,0,OFF,0,signal,1
540,270,100,y,0,ON,0,OFF,0,signal,1
541,270.5,100,y,0,ON,0,OFF,0,signal,1
542,271,100,y,0,ON,0,OFF,0,signal,1
543,271.5,100,y,0,ON,0,OFF,0,signal,1
544,272,100,y,0,ON,0,OFF,0,signal,1
545,272.5,100,y,0,ON,0,OFF,0,signal,1
546,273,100,y,0,ON,0,OFF,0,signal,1
547,273.5,100,y,0,ON,0,OFF,0,signal,1
548,274,100,y,0,ON,0,OFF,0,signal,1
549,274.5,100,y,0,ON,0,OFF,0,signal,1
550,275,100,y,0,ON,0,OFF,0,signal,1
551,275.5,100,y,0,ON,0,OFF,0,signal,1
552,276,100,y,0,ON,0,OFF,0,signal,1
553,276.5,100,y,0,ON,0,OFF,0,signal,1
554,277,100,y,0,ON,0,OFF,0,signal,1
555,277.5,100,y,0,ON,0,OFF,0,signal,1
556,278,100,y,0,ON,0,OFF,0,signal,1
557,278.5,100,y,0,ON,0,OFF,0,signal,1
558,279,100,y,0,ON,0,OFF,0,signal,1
559,279.5,100,y,0,ON,0,OFF,0,signal,1
560,280,100,y,0,ON,0,OFF,0,signal,1
561,280.5,100,y,0,ON,0,OFF,0,signal,1
562,281,100,y,0,ON,0,OFF,0,signal,1
563,281.5,100,y,0,ON,0,OFF,0,signal,1
564,282,100,y,0,ON,0,OFF,0,signal,1
565,282.5,100,y,0,ON,0,OFF,0,signal,1
566,283,100,y,0,ON,0,OFF,0,signal,1
567,283.5,100,y,0,ON,0,OFF,0,signal,1
568,284,100,y,0,ON,0,OFF,0,signal,1
569,284.5,100,y,0,ON,0,OFF,0,signal,1
570,285,100,y,0,ON,0,OFF,0,signal,1
571,285.5,100,y,0,ON,0,OFF,0,signal,1
572,286,100,y,0,ON,0,OFF,0,signal,1
573,286.5,100,y,0,ON,0,OFF,0,signal,1
574,287,100,y,0,ON,0,OFF,0,signal,1
575,287.5,100,y,0,ON,0,OFF,0,signal,1
576,288,100,y,0,ON,0,OFF,0,signal,1
577,288.5,100,y,0,ON,0,OFF,0,signal,1
578,289,100,y,0,ON,0,OFF,0,signal,1
579,289.5,100,y,0,ON,0,OFF,0,signal,1
580,290,100,y,0,ON,0,OFF,0,signal,1
581,290.5,100,y,0,ON,0,OFF,0,signal,1
582,291,100,y,0,ON,0,OFF,0,signal,1
583,291.5,100,y,0,ON,0,OFF,0,signal,1
584,292,100,y,0,ON,0,OFF,0,signal,1
585,292.5,100,y,0,ON,0,OFF,0,signal,1
586,293,100,y,0,ON,0,OFF,0,signal,1
587,293.5,100,y,0,ON,0,OFF,0,signal,1
588,294,100,y,0,ON,0,OFF,0,signal,1
589,294.5,100,y,0,ON,0,OFF,0,signal,1
590,295,100,y,0,ON,0,OFF,0,signal,1
591,295.5,100,y,0,ON,0,OFF,0,signal,1
592,296,100,y,0,ON,0,OFF,0,signal,1
593,296.5,100,y,0,ON,0,OFF,0,signal,1
594,297,100,y,0,ON,0,OFF,0,signal,1
595,297.5,100,y,0,ON,0,OFF,0,signal,1
596,298,100,y,0,ON,0,OFF,0,signal,1
597,298.5,100,y,0,ON,0,OFF,0,signal,1
598,299,100,y,0,ON,0,OFF,0,signal,1
599,299.5,100,y,0,ON,0,OFF,0,signal,1
600,300,100,y,0,ON,0,OFF,0,signal,1
601,300.5,100,y,0,ON,0,OFF,0,signal,1
602,301,100,y,0,ON,0,OFF,0,signal,1
603,301.5,100,y,0,ON,0,OFF,0,signal,1
604,302,100,y,0,ON,0,OFF,0,signal,1
605,302.5,100,y,0,ON,0,OFF,0,signal,1
606,303,100,y,0,ON,0,OFF,0,signal,1
607,303.5,100,y,0,ON,0,OFF,0,signal,1
608,304,100,y,0,ON,0,OFF,0,signal,1
609,304.5,100,y,0,ON,0,OFF,0,signal,1
610,305,100,y,0,ON,0,OFF,0,signal,1
611,305.5,100,y,0,ON,0,OFF,0,signal,1
612,306,100,y,0,ON,0,OFF,0,signal,1
613,306.5,100,y,0,ON,0,OFF,0,signal,1
614,307,100,y,0,ON,0,OFF,0,signal,1
615,307.5,100,y,0,ON,0,OFF,0,signal,1
616,308,100,y,0,ON,0,OFF,0,signal,1
617,308.5,100,y,0,ON,0,OFF,0,signal,1
618,309,100,y,0,ON,0,OFF,0,signal,1
619,309.5,100,y,0,ON,0,OFF,0,signal,1
620,310,100,y,0,ON,0,OFF,0,signal,1
621,310.5,100,y,0,ON,0,OFF,0,signal,1
622,311,100,y,0,ON,0,OFF,0,signal,1
623,311.5,100,y,0,ON,0,OFF,0,signal,1
624,312,100,y,0,ON,0,OFF,0,signal,1
625,312.5,100,y,0,ON,0,OFF,0,signal,1
626,313,100,y,0,ON,0,OFF,0,signal,1
627,313.5,100,y,0,ON,0,OFF,0,signal,1
628,314,100,y,0,ON,0,OFF,0,signal,1
629,314.5,100,y,0,ON,0,OFF,0,signal,1
630,315,100,y,0,ON,0,OFF,0,signal,1
631,315.5,100,y,0,ON,0,OFF,0,signal,1
632,316,100,y,0,ON,0,OFF,0,signal,1
633,316.5,100,y,0,ON,0,OFF,0,signal,1
634,317,100,y,0,ON,0,OFF,0,signal,1
635,317.5,100,y,0,ON,0,OFF,0,signal,1
636,318,100,y,0,ON,0,OFF,0,signal,1
637,318.5,100,y,0,ON,0,OFF,0,signal,1
638,319,100,y,0,ON,0,OFF,0,signal,1
639,319.5,100,y,0,ON,0,OFF,0,signal,1
640,320,100,y,0,ON,0,OFF,0,signal,1
641,320.5,100,y,0,ON,0,OFF,0,signal,1
642,321,100,y,0,ON,0,OFF,0,signal,1
643,321.5,100,y,0,ON,0,OFF,0,signal,1
644,322,100,y,0,ON,0,OFF,0,signal,1
645,322.5,100,y,0,ON,0,OFF,0,signal,1
646,323,100,y,0,ON,0,OFF,0,signal,1
647,323.5,100,y,0,ON,0,OFF,0,signal,1
648,324,100,y,0,ON,0,OFF,0,signal,1
649,324.5,100,y,0,ON,0,OFF,0,signal,1
650,325,100,y,0,ON,0,OFF,0,signal,1
651,325.5,100,y,0,ON,0,OFF,0,signal,1
652,326,100,y,0,ON,0,OFF,0,signal,1
653,326.5,100,y,0,ON,0,OFF,0,signal,1
654,327,100,y,0,ON,0,OFF,0,signal,1
655,327.5,100,y,0,ON,0,OFF,0,signal,1
656,328,100,y,0,ON,0,OFF,0,signal,1
657,328.5,100,y,0,ON,0,OFF,0,signal,1
658,329,100,y,0,ON,0,OFF,0,signal,1
659,329.5,100,y,0,ON,0,OFF,0,signal,1
660,330,100,y,0,ON,0,OFF,0,signal,1
661,330.5,100,y,0,ON,0,OFF,0,signal,1
662,331,100,y,0,ON,0,OFF,0,signal,1
663,331.5,100,y,0,ON,0,OFF,0,signal,1
664,332,100,y,0,ON,0,OFF,0,signal,1
665,332.5,100,y,0,ON,0,OFF,0,signal,1
666,333,100,y,0,ON,0,OFF,0,signal,1
667,333.5,100,y,0,ON,0,OFF,0,signal,1
668,334,100,y,0,ON,0,OFF,0,signal,1
669,334.5,100,y,0,ON,0,OFF,0,signal,1
670,335,100,y,0,ON,0,OFF,0,signal,1
671,335.5,100,y,0,ON,0,OFF,0,signal,1
672,336,100,y,0,ON,0,OFF,0,signal,1
673,336.5,100,y,0,ON,0,OFF,0,signal,1
674,337,100,y,0,ON,0,OFF,0,signal,1
675,337.5,100,y,0,ON,0,OFF,0,signal,1
676,338,100,y,0,ON,0,OFF,0,signal,1
677,338.5,100,y,0,ON,0,OFF,0,signal,1
678,339,100,y,0,ON,0,OFF,0,signal,1
679,339.5,100,y,0,ON,0,OFF,0,signal,1
680,340,100,y,0,ON,0,OFF,0,signal,1
681,340.5,100,y,0,ON,0,OFF,0,signal,1
682,341,100,y,0,ON,0,OFF,0,signal,1
683,341.5,100,y,0,ON,0,OFF,0,signal,1
684,342,100,y,0,ON,0,OFF,0,signal,1
685,342.5,100,y,0,ON,0,OFF,0,signal,1
686,343,100,y,0,ON,0,OFF,0,signal,1
687,343.5,100,y,0,ON,0,OFF,0,signal,1
688,344,100,y,0,ON,0,OFF,0,signal,1
689,344.5,100,y,0,ON,0,OFF,0,signal,1
690,345,100,y,0,ON,0,OFF,0,signal,1
691,345.5,100,y,0,ON,0,OFF,0,signal,1
692,346,100,y,0,ON,0,OFF,0,signal,1
693,346.5,100,y,0,ON,0,OFF,0,signal,1
694,347,100,y,0,ON,0,OFF,0,signal,1
695,347.5,100,y,0,ON,0,OFF,0,signal,1
696,348,100,y,0,ON,0,OFF,0,signal,1
697,348.5,100,y,0,ON,0,OFF,0,signal,1
698,349,100,y,0,ON,0,OFF,0,signal,1
699,349.5,100,y,0,ON,0,OFF,0,signal,1
700,350,100,y,0,ON,0,OFF,0,signal,1
701,350.5,100,y,0,ON,0,OFF,0,signal,1
702,351,100,y,0,ON,0,OFF,0,signal,1
703,351.5,100,y,0,ON,0,OFF,0,signal,1
704,352,100,y,0,ON,0,OFF,0,signal,1
705,352.5,100,y,0,ON,0,OFF,0,signal,1
706,353,100,y,0,ON,0,OFF,0,signal,1
707,353.5,100,y,0,ON,0,OFF,0,signal,1
708,354,100,y,0,ON,0,OFF,0,signal,1
709,354.5,100,y,0,ON,0,OFF,0,signal,1
710,355,100,y,0,ON,0,OFF,0,signal,1
711,355.5,100,y,0,ON,0,OFF,0,signal,1
712,356,100,y,0,ON,0,OFF,0,signal,1
713,356.5,100,y,0,ON,0,OFF,0,signal,1
714,357,100,y,0,ON,0,OFF,0,signal,1
715,357.5,100,y,0,ON,0,OFF,0,signal,1
716,358,100,y,0,ON,0,OFF,0,signal,1
717,358.5,100,y,0,ON,0,OFF,0,signal,1
718,359,100,y,0,ON,0,OFF,0,signal,1
719,359.5,100,y,0,ON,0,OFF,0,signal,1
720,360,100,y,0,ON,0,OFF,0,signal,1
721,360.5,100,y,0,ON,0,OFF,0,signal,1
722,361,100,y,0,ON,0,OFF,0,signal,1
723,361.5,100,y,0,ON,0,OFF,0,signal,1
724,362,100,y,0,ON,0,OFF,0,signal,1
725,362.5,100,y,0,ON,0,OFF,0,signal,1
726,363,100,y,0,ON,0,OFF,0,signal,1
727,363.5,100,y,0,ON,0,OFF,0,signal,1
728,364,100,y,0,ON,0,OFF,0,signal,1
729,364.5,100,y,0,ON,0,OFF,0,signal,1
730,365,100,y,0,ON,0,OFF,0,signal,1
731,365.5,100,y,0,ON,0,OFF,0,signal,1
732,366,100,y,0,ON,0,OFF,0,signal,1
733,366.5,100,y,0,ON,0,OFF,0,signal,1
734,367,100,y,0,ON,0,OFF,0,signal,1
735,367.5,100,y,0,ON,0,OFF,0,signal,1
736,368,100,y,0,ON,0,OFF,0,signal,1
737,368.5,100,y,0,ON,0,OFF,0,signal,1
738,369,100,y,0,ON,0,OFF,0,signal,1
739,369.5,100,y,0,ON,0,OFF,0,signal,1
740,370,100,y,0,ON,0,OFF,0,signal,1
741,370.5,100,y,0,ON,0,OFF,0,signal,1
742,371,100,y,0,ON,0,OFF,0,signal,1
743,371.5,100,y,0,ON,0,OFF,0,signal,1
744,372,100,y,0,ON,0,OFF,0,signal,1
745,372.5,100,y,0,ON,0,OFF,0,signal,1
746,373,100,y,0,ON,0,OFF,0,signal,1
747,373.5,100,y,0,ON,0,OFF,0,signal,1
748,374,100,y,0,ON,0,OFF,0,signal,1
749,374.5,100,y,0,ON,0,OFF,0,signal,1
750,375,100,y,0,ON,0,OFF,0,signal,1
751,375.5,100,y,0,ON,0,OFF,0,signal,1
752,376,100,y,0,ON,0,OFF,0,signal,1
753,376.5,100,y,0,ON,0,OFF,0,signal,1
754,377,100,y,0,ON,0,OFF,0,signal,1
755,377.5,100,y,0,ON,0,OFF,0,signal,1
756,378,100,y,0,ON,0,OFF,0,signal,1
757,378.5,100,y,0,ON,0,OFF,0,signal,1
758,379,100,y,0,ON,0,OFF,0,signal,1
759,379.5,100,y,0,ON,0,OFF,0,signal,1
760,380,100,y,0,ON,0,OFF,0,signal,1
761,380.5,100,y,0,ON,0,OFF,0,signal,1
762,381,100,y,0,ON,0,OFF,0,signal,1
763,381.5,100,y,0,ON,0,OFF,0,signal,1
764,382,100,y,0,ON,0,OFF,0,signal,1
765,382.5,100,y,0,ON,0,OFF,0,signal,1
766,383,100,y,0,ON,0,OFF,0,signal,1
767,383.5,100,y,0,ON,0,OFF,0,signal,1
768,384,100,y,0,ON,0,OFF,0,signal,1
769,384.5,100,y,0,ON,0,OFF,0,signal,1
770,385,100,y,0,ON,0,OFF,0,signal,1
771,385.5,100,y,0,ON,0,OFF,0,signal,1
772,386,100,y,0,ON,0,OFF,0,signal,1
773,386.5,100,y,0,ON,0,OFF,0,signal,1
774,387,100,y,0,ON,0,OFF,0,signal,1
775,387.5,100,y,0,ON,0,OFF,0,signal,1
776,388,100,y,0,ON,0,OFF,0,signal,1
777,388.5,100,y,0,ON,0,OFF,0,signal,1
778,389,100,y,0,ON,0,OFF,0,signal,1
779,389.5,100,y,0,ON,0,OFF,0,signal,1
780,390,100,y,0,ON,0,OFF,0,signal,1
781,390.5,100,y,0,ON,0,OFF,0,signal,1
782,391,100,y,0,ON,0,OFF,0,signal,1
783,391.5,100,y,0,ON,0,OFF,0,signal,1
784,392,100,y,0,ON,0,OFF,0,signal,1
785,392.5,100,y,0,ON,0,OFF,0,signal,1
786,393,100,y,0,ON,0,OFF,0,signal,1
787,393.5,100,y,0,ON,0,OFF,0,signal,1
788,394,100,y,0,ON,0,OFF,0,signal,1
789,394.5,100,y,0,ON,0,OFF,0,signal,1
790,395,100,y,0,ON,0,OFF,0,signal,1
791,395.5,100,y,0,ON,0,OFF,0,signal,1
792,396,100,y,0,ON,0,OFF,0,signal,1
793,396.5,100,y,0,ON,0,OFF,0,signal,1
794,397,100,y,0,ON,0,OFF,0,signal,1
795,397.5,100,y,0,ON,0,OFF,0,signal,1
796,398,100,y,0,ON,0,OFF,0,signal,1
797,398.5,100,y,0,ON,0,OFF,0,signal,1
798,399,100,y,0,ON,0,OFF,0,signal,1
799,399.5,100,y,0,ON,0,OFF,0,signal,1
800,400,100,y,0,ON,0,OFF,0,signal,1
801,400.5,100,y,0,ON,0,OFF,0,signal,1
802,401,100,y,0,ON,0,OFF,0,signal,1
803,401.5,100,y,0,ON,0,OFF,0,signal,1
804,402,100,y,0,ON,0,OFF,0,signal,1
805,402.5,100,y,0,ON,0,OFF,0,signal,1
806,403,100,y,0,ON,0,OFF,0,signal,1
807,403.5,100,y,0,ON,0,OFF,0,signal,1
808,404,100,y,0,ON,0,OFF,0,signal,1
809,404.5,100,y,0,ON,0,OFF,0,signal,1
810,405,100,y,0,ON,0,OFF,0,signal,1
811,405.5,100,y,0,ON,0,OFF,0,signal,1
812,406,100,y,0,ON,0,OFF,0,signal,1
813,406.5,100,y,0,ON,0,OFF,0,signal,1
814,407,100,y,0,ON,0,OFF,0,signal,1
815,407.5,100,y,0,ON,0,OFF,0,signal,1
816,408,100,y,0,ON,0,OFF,0,signal,1
817,408.5,100,y,0,ON,0,OFF,0,signal,1
818,409,100,y,0,ON,0,OFF,0,signal,1
819,409.5,100,y,0,ON,0,OFF,0,signal,1
820,410,100,y,0,ON,0,OFF,0,signal,1
821,410.5,100,y,0,ON,0,OFF,0,signal,1
822,411,100,y,0,ON,0,OFF,0,signal,1
823,411.5,100,y,0,ON,0,OFF,0,signal,1
824,412,100,y,0,ON,0,OFF,0,signal,1
825,412.5,100,y,0,ON,0,OFF,0,signal,1
826,413,100,y,0,ON,0,OFF,0,signal,1
827,413.5,100,y,0,ON,0,OFF,0,signal,1
828,414,100,y,0,ON,0,OFF,0,signal,1
829,414.5,100,y,0,ON,0,OFF,0,signal,1
830,415,100,y,0,ON,0,OFF,0,signal,1
831,415.5,100,y,0,ON,0,OFF,0,signal,1
832,416,100,y,0,ON,0,OFF,0,signal,1
833,416.5,100,y,0,ON,0,OFF,0,signal,1
834,417,100,y,0,ON,0,OFF,0,signal,1
835,417.5,100,y,0,ON,0,OFF,0,signal,1
836,418,100,y,0,ON,0,OFF,0,signal,1
837,418.5,100,y,0,ON,0,OFF,0,signal,1
838,419,100,y,0,ON,0,OFF,0,signal,1
839,419.5,100,y,0,ON,0,OFF,0,signal,1
840,420,100,y,0,ON,0,OFF,0,signal,1
841,420.5,100,y,0,ON,0,OFF,0,signal,1
842,421,100,y,0,ON,0,OFF,0,signal,1
843,421.5,100,y,0,ON,0,OFF,0,signal,1
844,422,100,y,0,ON,0,OFF,0,signal,1
845,422.5,100,y,0,ON,0,OFF,0,signal,1
846,423,100,y,0,ON,0,OFF,0,signal,1
847,423.5,100,y,0,ON,0,OFF,0,signal,1
848,424,100,y,0,ON,0,OFF,0,signal,1
849,424.5,100,y,0,ON,0,OFF,0,signal,1
850,425,100,y,0,ON,0,OFF,0,signal,1
851,425.5,100,y,0,ON,0,OFF,0,signal,1
852,426,100,y,0,ON,0,OFF,0,signal,1
853,426.5,100,y,0,ON,0,OFF,0,signal,1
854,427,100,y,0,ON,0,OFF,0,signal,1
855,427.5,100,y,0,ON,0,OFF,0,signal,1
856,428,100,y,0,ON,0,OFF,0,signal,1
857,428.5,100,y,0,ON,0,OFF,0,signal,1
858,429,100,y,0,ON,0,OFF,0,signal,1
859,429.5,100,y,0,ON,0,OFF,0,signal,1
860,430,100,y,0,ON,0,OFF,0,signal,1
861,430.5,100,y,0,ON,0,OFF,0,signal,1
862,431,100,y,0,ON,0,OFF,0,signal,1
863,431.5,100,y,0,ON,0,OFF,0,signal,1
864,432,100,y,0,ON,0,OFF,0,signal,1
865,432.5,100,y,0,ON,0,OFF,0,signal,1
866,433,100,y,0,ON,0,OFF,0,signal,1
867,433.5,100,y,0,ON,0,OFF,0,signal,1
868,434,100,y,0,ON,0,OFF,0,signal,1
869,434.5,100,y,0,ON,0,OFF,0,signal,1
870,435,100,y,0,ON,0,OFF,0,signal,1
871,435.5,100,y,0,ON,0,OFF,0,signal,1
872,436,100,y,0,ON,0,OFF,0,signal,1
873,436.5,100,y,0,ON,0,OFF,0,signal,1
874,437,100,y,0,ON,0,OFF,0,signal,1
875,437.5,100,y,0,ON,0,OFF,0,signal,1
876,438,100,y,0,ON,0,OFF,0,signal,1
877,438.5,100,y,0,ON,0,OFF,0,signal,1
878,439,100,y,0,ON,0,OFF,0,signal,1
879,439.5,100,y,0,ON,0,OFF,0,signal,1
880,440,100,y,0,ON,0,OFF,0,signal,1
881,440.5,100,y,0,ON,0,OFF,0,signal,1
882,441,100,y,0,ON,0,OFF,0,signal,1
883,441.5,100,y,0,ON,0,OFF,0,signal,1
884,442,100,y,0,ON,0,OFF,0,signal,1
885,442.5,100,y,0,ON,0,OFF,0,signal,1
886,443,100,y,0,ON,0,OFF,0,signal,1
887,443.5,100,y,0,ON,0,OFF,0,signal,1
888,444,100,y,0,ON,0,OFF,0,signal,1
889,444.5,100,y,0,ON,0,OFF,0,signal,1
890,445,100,y,0,ON,0,OFF,0,signal,1
891,445.5,100,y,0,ON,0,OFF,0,signal,1
892,446,100,y,0,ON,0,OFF,0,signal,1
893,446.5,100,y,0,ON,0,OFF,0,signal,1
894,447,100,y,0,ON,0,OFF,0,signal,1
895,447.5,100,y,0,ON,0,OFF,0,signal,1
896,448,100,y,0,ON,0,OFF,0,signal,1
897,448.5,100,y,0,ON,0,OFF,0,signal,1
898,449,100,y,0,ON,0,OFF,0,signal,1
899,449.5,100,y,0,ON,0,OFF,0,signal,1
900,450,100,y,0,ON,0,OFF,0,signal,1
901,450.5,100,y,0,ON,0,OFF,0,signal,1
902,451,100,y,0,ON,0,OFF,0,signal,1
903,451.5,100,y,0,ON,0,OFF,0,signal,1
904,452,100,y,0,ON,0,OFF,0,signal,1
905,452.5,100,y,0,ON,0,OFF,0,signal,1
906,453,100,y,0,ON,0,OFF,0,signal,1
907,453.5,100,y,0,ON,0,OFF,0,signal,1
908,454,100,y,0,ON,0,OFF,0,signal,1
909,454.5,100,y,0,ON,0,OFF,0,signal,1
910,455,100,y,0,ON,0,OFF,0,signal,1
911,455.5,100,y,0,ON,0,OFF,0,signal,1
912,456,100,y,0,ON,0,OFF,0,signal,1
913,456.5,100,y,0,ON,0,OFF,0,signal,1
914,457,100,y,0,ON,0,OFF,0,signal,1
915,457.5,100,y,0,ON,0,OFF,0,signal,1
916,458,100,y,0,ON,0,OFF,0,signal,1
917,458.5,100,y,0,ON,0,OFF,0,signal,1
918,459,100,y,0,ON,0,OFF,0,signal,1
919,459.5,100,y,0,ON,0,OFF,0,signal,1
920,460,100,y,0,ON,0,OFF,0,signal,1
921,460.5,100,y,0,ON,0,OFF,0,signal,1
922,461,100,y,0,ON,0,OFF,0,signal,1
923,461.5,100,y,0,ON,0,OFF,0,signal,1
924,462,100,y,0,ON,0,OFF,0,signal,1
925,462.5,100,y,0,ON,0,OFF,0,signal,1
926,463,100,y,0,ON,0,OFF,0,signal,1
927,463.5,100,y,0,ON,0,OFF,0,signal,1
928,464,100,y,0,ON,0,OFF,0,signal,1
929,464.5,100,y,0,ON,0,OFF,0,signal,1
930,465,100,y,0,ON,0,OFF,0,signal,1
931,465.5,100,y,0,ON,0,OFF,0,signal,1
932,466,100,y,0,ON,0,OFF,0,signal,1
933,466.5,100,y,0,ON,0,OFF,0,signal,1
934,467,100,y,0,ON,0,OFF,0,signal,1
935,467.5,100,y,0,ON,0,OFF,0,signal,1
936,468,100,y,0,ON,0,OFF,0,signal,1
937,468.5,100,y,0,ON,0,OFF,0,signal,1
938,469,100,y,0,ON,0,OFF,0,signal,1
939,469.5,100,y,0,ON,0,OFF,0,signal,1
940,470,100,y,0,ON,0,OFF,0,signal,1
941,470.5,100,y,0,ON,0,OFF,0,signal,1
942,471,100,y,0,ON,0,OFF,0,signal,1
943,471.5,100,y,0,ON,0,OFF,0,signal,1
944,472,100,y,0,ON,0,OFF,0,signal,1
945,472.5,100,y,0,ON,0,OFF,0,signal,1
946,473,100,y,0,ON,0,OFF,0,signal,1
947,473.5,100,y,0,ON,0,OFF,0,signal,1
948,474,100,y,0,ON,0,OFF,0,signal,1
949,474.5,100,y,0,ON,0,OFF,0,signal,1
950,475,100,y,0,ON,0,OFF,0,signal,1
951,475.5,100,y,0,ON,0,OFF,0,signal,1
952,476,100,y,0,ON,0,OFF,0,signal,1
953,476.5,100,y,0,ON,0,OFF,0,signal,1
954,477,100,y,0,ON,0,OFF,0,signal,1
955,477.5,100,y,0,ON,0,OFF,0,signal,1
956,478,100,y,0,ON,0,OFF,0,signal,1
957,478.5,100,y,0,ON,0,OFF,0,signal,1
958,479,100,y,0,ON,0,OFF,0,signal,1
959,479.5,100,y,0,ON,0,OFF,0,signal,1
960,480,100,y,0,ON,0,OFF,0,signal,1
961,480.5,100,y,0,ON,0,OFF,0,signal,1
962,481,100,y,0,ON,0,OFF,0,signal,1
963,481.5,100,y,0,ON,0,OFF,0,signal,1
964,482,100,y,0,ON,0,OFF,0,signal,1
965,482.5,100,y,0,ON,0,OFF,0,signal,1
966,483,100,y,0,ON,0,OFF,0,signal,1
967,483.5,100,y,0,ON,0,OFF,0,signal,1
968,484,100,y,0,ON,0,OFF,0,signal,1
969,484.5,100,y,0,ON,0,OFF,0,signal,1
970,485,100,y,0,ON,0,OFF,0,signal,1
971,485.5,100,y,0,ON,0,OFF,0,signal,1
972,486,100,y,0,ON,0,OFF,0,signal,1
973,486.5,100,y,0,ON,0,OFF,0,signal,1
974,487,100,y,0,ON,0,OFF,0,signal,1
975,487.5,100,y,0,ON,0,OFF,0,signal,1
976,488,100,y,0,ON,0,OFF,0,signal,1
977,488.5,100,y,0,ON,0,OFF,0,signal,1
978,489,100,y,0,ON,0,OFF,0,signal,1
979,489.5,100,y,0,ON,0,OFF,0,signal,1
980,490,100,y,0,ON,0,OFF,0,signal,1
981,490.5,100,y,0,ON,0,OFF,0,signal,1
982,491,100,y,0,ON,0,OFF,0,signal,1
983,491.5,100,y,0,ON,0,OFF,0,signal,1
984,492,100,y,0,ON,0,OFF,0,signal,1
985,492.5,100,y,0,ON,0,OFF,0,signal,1
986,493,100,y,0,ON,0,OFF,0,signal,1
987,493.5,100,y,0,ON,0,OFF,0,signal,1
988,494,100,y,0,ON,0,OFF,0,signal,1
989,494.5,100,y,0,ON,0,OFF,0,signal,1
990,495,100,y,0,ON,0,OFF,0,signal,1
991,495.5,100,y,0,ON,0,OFF,0,signal,1
992,496,100,y,0,ON,0,OFF,0,signal,1
993,496.5,100,y,0,ON,0,OFF,0,signal,1
994,497,100,y,0,ON,0,OFF,0,signal,1
995,497.5,100,y,0,ON,0,OFF,0,signal,1
996,498,100,y,0,ON,0,OFF,0,signal,1
997,498.5,100,y,0,ON,0,OFF,0,signal,1
998,499,100,y,0,ON,0,OFF,0,signal,1
999,499.5,100,y,0,ON,0,OFF,0,signal,1
1000,500,100,y,0,ON,0,OFF,0,signal,1
1001,500.5,100,y,0,ON,0,OFF,0,signal,1
1002,501,100,y,0,ON,0,OFF,0,signal,1
1003,501.5,100,y,0,ON,0,OFF,0,signal,1
1004,502,100,y,0,ON,0,OFF,0,signal,1
1005,502.5,100,y,0,ON,0,OFF,0,signal,1
1006,503,100,y,0,ON,0,OFF,0,signal,1
1007,503.5,100,y,0,ON,0,OFF,0,signal,1
1008,504,100,y,0,ON,0,OFF,0,signal,1
1009,504.5,100,y,0,ON,0,OFF,0,signal,1
1010,505,100,y,0,ON,0,OFF,0,signal,1
1011,505.5,100,y,0,ON,0,OFF,0,signal,1
1012,506,100,y,0,ON,0,OFF,0,signal,1
1013,506.5,100,y,0,ON,0,OFF,0,signal,1
1014,507,100,y,0,ON,0,OFF,0,signal,1
1015,507.5,100,y,0,ON,0,OFF,0,signal,1
1016,508,100,y,0,ON,0,OFF,0,signal,1
1017,508.5,100,y,0,ON,0,OFF,0,signal,1
1018,509,100,y,0,ON,0,OFF,0,signal,1
1019,509.5,100,y,0,ON,0,OFF,0,signal,1
1020,510,100,y,0,ON,0,OFF,0,signal,1
1021,510.5,100,y,0,ON,0,OFF,0,signal,1
1022,511,100,y,0,ON,0,OFF,0,signal,1
1023,511.5,100,y,0,ON,0,OFF,0,signal,1
1024,512,100,y,0,ON,0,OFF,0,signal,1
1025,512.5,100,y,0,ON,0,OFF,0,signal,1
1026,513,100,y,0,ON,0,OFF,0,signal,1
