VS,0,VSP,0,x1,0.000100,g,0.250001
VS,0,VSP,0,x1,0.000098,g,0.250000
VS,0,VSP,0,x1,0.000096,g,0.250000
VS,0,VSP,0,x1,0.000094,g,0.250000
VS,0,VSP,0,x1,0.000092,g,0.250000
VS,0,VSP,0,x1,0.000092,g,0.250000
VS,0,VSP,0,x1,0.000092,g,0.250000
VS,0,VSP,0,x1,20.000000,g,0.350000
VS,0,VSP,0,x1,20.000000,g,0.350000
VS,0,VSP,0,x1,20.000000,g,0.350000
VS,0,VSP,0,x1,138.000000,g,0.940000
VS,0,VSP,0,x1,138.000000,g,0.940000
VS,0,VSP,0,x1,138.000000,g,0.940000
VS,0,VSP,0,x1,137.944811,g,0.939724
VS,0,VSP,0,x1,137.889644,g,0.939448
VS,0,VSP,0,x1,137.834499,g,0.939172
VS,0,VSP,0,x1,137.779377,g,0.938897
VS,0,VSP,0,x1,137.724276,g,0.938621
VS,0,VSP,0,x1,137.669197,g,0.938346
VS,0,VSP,0,x1,137.614140,g,0.938071
VS,0,VSP,0,x1,137.559106,g,0.937796
VS,0,VSP,0,x1,137.504093,g,0.937520
VS,0,VSP,0,x1,137.449103,g,0.937246
VS,0,VSP,0,x1,137.394134,g,0.936971
VS,0,VSP,0,x1,137.339187,g,0.936696
VS,0,VSP,0,x1,137.284263,g,0.936421
VS,0,VSP,0,x1,137.229360,g,0.936147
VS,0,VSP,0,x1,137.174479,g,0.935872
VS,0,VSP,0,x1,137.119620,g,0.935598
VS,0,VSP,0,x1,137.064783,g,0.935324
VS,0,VSP,0,x1,137.009968,g,0.935050
VS,0,VSP,0,x1,136.955175,g,0.934776
VS,0,VSP,0,x1,136.900404,g,0.934502
VS,0,VSP,0,x1,136.845655,g,0.934228
VS,0,VSP,0,x1,136.790928,g,0.933955
VS,0,VSP,0,x1,136.736222,g,0.933681
VS,0,VSP,0,x1,136.681539,g,0.933408
VS,0,VSP,0,x1,136.626877,g,0.933134
VS,0,VSP,0,x1,136.572237,g,0.932861
VS,0,VSP,0,x1,136.517619,g,0.932588
VS,0,VSP,0,x1,136.463023,g,0.932315
VS,0,VSP,0,x1,136.408449,g,0.932042
VS,0,VSP,0,x1,136.353896,g,0.931769
VS,0,VSP,0,x1,136.299366,g,0.931497
VS,0,VSP,0,x1,136.244857,g,0.931224
VS,0,VSP,0,x1,136.190370,g,0.930952
VS,0,VSP,0,x1,136.135905,g,0.930680
VS,0,VSP,0,x1,136.081461,g,0.930407
VS,0,VSP,0,x1,136.027039,g,0.930135
VS,0,VSP,0,x1,135.972639,g,0.929863
VS,0,VSP,0,x1,135.918261,g,0.929591
VS,0,VSP,0,x1,135.863905,g,0.929320
VS,0,VSP,0,x1,135.809570,g,0.929048
VS,0,VSP,0,x1,135.755257,g,0.928776
VS,0,VSP,0,x1,135.700966,g,0.928505
VS,0,VSP,0,x1,135.646696,g,0.928233
VS,0,VSP,0,x1,135.592449,g,0.927962
VS,0,VSP,0,x1,135.538222,g,0.927691
VS,0,VSP,0,x1,135.484018,g,0.927420
VS,0,VSP,0,x1,135.429835,g,0.927149
VS,0,VSP,0,x1,135.375674,g,0.926878
VS,0,VSP,0,x1,135.321535,g,0.926608
VS,0,VSP,0,x1,135.267417,g,0.926337
VS,0,VSP,0,x1,135.213321,g,0.926067
VS,0,VSP,0,x1,135.159246,g,0.925796
VS,0,VSP,0,x1,135.105193,g,0.925526
VS,0,VSP,0,x1,135.051162,g,0.925256
VS,0,VSP,0,x1,134.997152,g,0.924986
VS,0,VSP,0,x1,134.943164,g,0.924716
VS,0,VSP,0,x1,134.889198,g,0.924446
VS,0,VSP,0,x1,134.835253,g,0.924176
VS,0,VSP,0,x1,134.781330,g,0.923907
VS,0,VSP,0,x1,134.727428,g,0.923637
VS,0,VSP,0,x1,134.673548,g,0.923368
VS,0,VSP,0,x1,134.619689,g,0.923098
VS,0,VSP,0,x1,134.565852,g,0.922829
VS,0,VSP,0,x1,134.512036,g,0.922560
VS,0,VSP,0,x1,134.458242,g,0.922291
VS,0,VSP,0,x1,134.404470,g,0.922022
VS,0,VSP,0,x1,134.350719,g,0.921754
VS,0,VSP,0,x1,134.296989,g,0.921485
VS,0,VSP,0,x1,134.243281,g,0.921216
VS,0,VSP,0,x1,134.189595,g,0.920948
VS,0,VSP,0,x1,134.135930,g,0.920680
VS,0,VSP,0,x1,134.082286,g,0.920411
VS,0,VSP,0,x1,134.028664,g,0.920143
VS,0,VSP,0,x1,133.975063,g,0.919875
VS,0,VSP,0,x1,133.921484,g,0.919607
VS,0,VSP,0,x1,133.867926,g,0.919340
VS,0,VSP,0,x1,133.814389,g,0.919072
VS,0,VSP,0,x1,133.760874,g,0.918804
VS,0,VSP,0,x1,133.707381,g,0.918537
VS,0,VSP,0,x1,133.653908,g,0.918270
VS,0,VSP,0,x1,133.600457,g,0.918002
VS,0,VSP,0,x1,133.547028,g,0.917735
VS,0,VSP,0,x1,133.493620,g,0.917468
VS,0,VSP,0,x1,133.440233,g,0.917201
VS,0,VSP,0,x1,133.386868,g,0.916934
VS,0,VSP,0,x1,133.333524,g,0.916668
VS,0,VSP,0,x1,133.280201,g,0.916401
VS,0,VSP,0,x1,133.226899,g,0.916134
VS,0,VSP,0,x1,133.173619,g,0.915868
VS,0,VSP,0,x1,133.120361,g,0.915602
VS,0,VSP,0,x1,133.067123,g,0.915336
VS,0,VSP,0,x1,133.013907,g,0.915070
VS,0,VSP,0,x1,132.960712,g,0.914804
VS,0,VSP,0,x1,132.907538,g,0.914538
VS,0,VSP,0,x1,132.854386,g,0.914272
VS,0,VSP,0,x1,132.801255,g,0.914006
VS,0,VSP,0,x1,132.748145,g,0.913741
VS,0,VSP,0,x1,132.695056,g,0.913475
VS,0,VSP,0,x1,132.641989,g,0.913210
VS,0,VSP,0,x1,132.588943,g,0.912945
VS,0,VSP,0,x1,132.535918,g,0.912680
VS,0,VSP,0,x1,132.482914,g,0.912415
VS,0,VSP,0,x1,132.429931,g,0.912150
VS,0,VSP,0,x1,132.376970,g,0.911885
VS,0,VSP,0,x1,132.324030,g,0.911620
VS,0,VSP,0,x1,132.271111,g,0.911356
VS,0,VSP,0,x1,132.218213,g,0.911091
VS,0,VSP,0,x1,132.165336,g,0.910827
VS,0,VSP,0,x1,132.112481,g,0.910562
VS,0,VSP,0,x1,132.059646,g,0.910298
VS,0,VSP,0,x1,132.006833,g,0.910034
VS,0,VSP,0,x1,131.954041,g,0.909770
VS,0,VSP,0,x1,131.901270,g,0.909506
VS,0,VSP,0,x1,131.848520,g,0.909243
VS,0,VSP,0,x1,131.795791,g,0.908979
VS,0,VSP,0,x1,131.743083,g,0.908715
VS,0,VSP,0,x1,131.690396,g,0.908452
VS,0,VSP,0,x1,131.637731,g,0.908189
VS,0,VSP,0,x1,131.585086,g,0.907925
VS,0,VSP,0,x1,131.532463,g,0.907662
VS,0,VSP,0,x1,131.479860,g,0.907399
VS,0,VSP,0,x1,131.427279,g,0.907136
VS,0,VSP,0,x1,131.374718,g,0.906874
VS,0,VSP,0,x1,131.322179,g,0.906611
VS,0,VSP,0,x1,131.269661,g,0.906348
VS,0,VSP,0,x1,131.217163,g,0.906086
VS,0,VSP,0,x1,131.164687,g,0.905823
VS,0,VSP,0,x1,131.112231,g,0.905561
VS,0,VSP,0,x1,131.059797,g,0.905299
VS,0,VSP,0,x1,131.007384,g,0.905037
