x2,0.000100
x2,-0.049902
x2,-0.099904
x2,-0.149906
x2,-0.199908
x2,-0.249910
x2,-0.299911
x2,-0.489913
x2,-0.559915
x2,-0.629916
x2,-1.879918
x2,-2.067920
x2,-2.255921
x2,-2.443205
x2,-2.630379
x2,-2.817442
x2,-3.004398
x2,-3.191240
x2,-3.377976
x2,-3.564601
x2,-3.751117
x2,-3.937518
x2,-4.123818
x2,-4.310003
x2,-4.496079
x2,-4.682044
x2,-4.867905
x2,-5.053651
x2,-5.239292
x2,-5.424823
x2,-5.610245
x2,-5.795557
x2,-5.980760
x2,-6.165853
x2,-6.350843
x2,-6.535717
x2,-6.720489
x2,-6.905144
x2,-7.089697
x2,-7.274141
x2,-7.458475
x2,-7.642700
x2,-7.826816
x2,-8.010832
x2,-8.194730
x2,-8.378527
x2,-8.562216
x2,-8.745787
x2,-8.929258
x2,-9.112620
x2,-9.295873
x2,-9.479028
x2,-9.662064
x2,-9.844991
x2,-10.027820
x2,-10.210530
x2,-10.393142
x2,-10.575645
x2,-10.758041
x2,-10.940327
x2,-11.122506
x2,-11.304588
x2,-11.486550
x2,-11.668416
x2,-11.850161
x2,-12.031811
x2,-12.213352
x2,-12.394786
x2,-12.576112
x2,-12.757330
x2,-12.938439
x2,-13.119455
x2,-13.300349
x2,-13.481150
x2,-13.661828
x2,-13.842413
x2,-14.022890
x2,-14.203260
x2,-14.383522
x2,-14.563693
x2,-14.743740
x2,-14.923679
x2,-15.103528
x2,-15.283269
x2,-15.462886
x2,-15.642413
x2,-15.821832
x2,-16.001144
x2,-16.180367
x2,-16.359465
x2,-16.538455
x2,-16.717357
x2,-16.896152
x2,-17.074822
x2,-17.253403
x2,-17.431877
x2,-17.610245
x2,-17.788505
x2,-17.966679
x2,-18.144726
x2,-18.322666
x2,-18.500520
x2,-18.678268
x2,-18.855909
x2,-19.033444
x2,-19.210872
x2,-19.388194
x2,-19.565409
x2,-19.742518
x2,-19.919542
x2,-20.096439
x2,-20.273251
x2,-20.449957
x2,-20.626558
x2,-20.803052
x2,-20.979440
x2,-21.155722
x2,-21.331898
x2,-21.507992
x2,-21.683957
x2,-21.859839
x2,-22.035592
x2,-22.211262
x2,-22.386828
x2,-22.562288
x2,-22.737642
x2,-22.912916
