VS,0,VSP,0,g,0.250001
VS,0,VSP,0,g,0.250000
VS,0,VSP,0,g,0.250000
VS,0,VSP,0,g,0.250000
VS,0,VSP,0,g,0.250000
VS,0,VSP,0,g,0.250000
VS,0,VSP,0,g,0.250000
VS,0,VSP,0,g,0.350000
VS,0,VSP,0,g,0.350000
VS,0,VSP,0,g,0.350000
VS,0,VSP,0,g,0.940000
VS,0,VSP,0,g,0.940000
VS,0,VSP,0,g,0.940000
VS,0,VSP,0,g,0.939724
VS,0,VSP,0,g,0.939448
VS,0,VSP,0,g,0.939172
VS,0,VSP,0,g,0.938897
VS,0,VSP,0,g,0.938621
VS,0,VSP,0,g,0.938346
VS,0,VSP,0,g,0.938071
VS,0,VSP,0,g,0.937796
VS,0,VSP,0,g,0.937520
VS,0,VSP,0,g,0.937246
VS,0,VSP,0,g,0.936971
VS,0,VSP,0,g,0.936696
VS,0,VSP,0,g,0.936421
VS,0,VSP,0,g,0.936147
VS,0,VSP,0,g,0.935872
VS,0,VSP,0,g,0.935598
VS,0,VSP,0,g,0.935324
VS,0,VSP,0,g,0.935050
VS,0,VSP,0,g,0.934776
VS,0,VSP,0,g,0.934502
VS,0,VSP,0,g,0.934228
VS,0,VSP,0,g,0.933955
VS,0,VSP,0,g,0.933681
VS,0,VSP,0,g,0.933408
VS,0,VSP,0,g,0.933134
VS,0,VSP,0,g,0.932861
VS,0,VSP,0,g,0.932588
VS,0,VSP,0,g,0.932315
VS,0,VSP,0,g,0.932042
VS,0,VSP,0,g,0.931769
VS,0,VSP,0,g,0.931497
VS,0,VSP,0,g,0.931224
VS,0,VSP,0,g,0.930952
VS,0,VSP,0,g,0.930680
VS,0,VSP,0,g,0.930407
VS,0,VSP,0,g,0.930135
VS,0,VSP,0,g,0.929863
VS,0,VSP,0,g,0.929591
VS,0,VSP,0,g,0.929320
VS,0,VSP,0,g,0.929048
VS,0,VSP,0,g,0.928776
VS,0,VSP,0,g,0.928505
VS,0,VSP,0,g,0.928233
VS,0,VSP,0,g,0.927962
VS,0,VSP,0,g,0.927691
VS,0,VSP,0,g,0.927420
VS,0,VSP,0,g,0.927149
VS,0,VSP,0,g,0.926878
VS,0,VSP,0,g,0.926608
VS,0,VSP,0,g,0.926337
VS,0,VSP,0,g,0.926067
VS,0,VSP,0,g,0.925796
VS,0,VSP,0,g,0.925526
VS,0,VSP,0,g,0.925256
VS,0,VSP,0,g,0.924986
VS,0,VSP,0,g,0.924716
VS,0,VSP,0,g,0.924446
VS,0,VSP,0,g,0.924176
VS,0,VSP,0,g,0.923907
VS,0,VSP,0,g,0.923637
VS,0,VSP,0,g,0.923368
VS,0,VSP,0,g,0.923098
VS,0,VSP,0,g,0.922829
VS,0,VSP,0,g,0.922560
VS,0,VSP,0,g,0.922291
VS,0,VSP,0,g,0.922022
VS,0,VSP,0,g,0.921754
VS,0,VSP,0,g,0.921485
VS,0,VSP,0,g,0.921216
VS,0,VSP,0,g,0.920948
VS,0,VSP,0,g,0.920680
VS,0,VSP,0,g,0.920411
VS,0,VSP,0,g,0.920143
VS,0,VSP,0,g,0.919875
VS,0,VSP,0,g,0.919607
VS,0,VSP,0,g,0.919340
VS,0,VSP,0,g,0.919072
VS,0,VSP,0,g,0.918804
VS,0,VSP,0,g,0.918537
VS,0,VSP,0,g,0.918270
VS,0,VSP,0,g,0.918002
VS,0,VSP,0,g,0.917735
VS,0,VSP,0,g,0.917468
VS,0,VSP,0,g,0.917201
VS,0,VSP,0,g,0.916934
VS,0,VSP,0,g,0.916668
VS,0,VSP,0,g,0.916401
VS,0,VSP,0,g,0.916134
VS,0,VSP,0,g,0.915868
VS,0,VSP,0,g,0.915602
VS,0,VSP,0,g,0.915336
VS,0,VSP,0,g,0.915070
VS,0,VSP,0,g,0.914804
VS,0,VSP,0,g,0.914538
VS,0,VSP,0,g,0.914272
VS,0,VSP,0,g,0.914006
