x1,0.000100
x1,-0.049902
x1,-0.099904
x1,-0.149906
x1,-0.199908
x1,-0.249910
x1,-0.299911
x1,-0.489913
x1,-0.559915
x1,-0.629916
x1,-1.879918
x1,-2.067920
x1,-2.255921
x1,-2.443205
x1,-2.630379
x1,-2.817442
x1,-3.004398
x1,-3.191240
x1,-3.377976
x1,-3.564601
x1,-3.751117
x1,-3.937518
x1,-4.123818
x1,-4.310003
x1,-4.496079
x1,-4.682044
x1,-4.867905
x1,-5.053651
x1,-5.239292
x1,-5.424823
x1,-5.610245
x1,-5.795557
x1,-5.980760
x1,-6.165853
x1,-6.350843
x1,-6.535717
x1,-6.720489
x1,-6.905144
x1,-7.089697
x1,-7.274141
x1,-7.458475
x1,-7.642700
x1,-7.826816
x1,-8.010832
x1,-8.194730
x1,-8.378527
x1,-8.562216
x1,-8.745787
x1,-8.929258
x1,-9.112620
x1,-9.295873
x1,-9.479028
x1,-9.662064
x1,-9.844991
x1,-10.027820
x1,-10.210530
x1,-10.393142
x1,-10.575645
x1,-10.758041
x1,-10.940327
x1,-11.122506
x1,-11.304588
x1,-11.486550
x1,-11.668416
x1,-11.850161
x1,-12.031811
x1,-12.213352
x1,-12.394786
x1,-12.576112
x1,-12.757330
x1,-12.938439
x1,-13.119455
x1,-13.300349
x1,-13.481150
x1,-13.661828
x1,-13.842413
x1,-14.022890
x1,-14.203260
x1,-14.383522
x1,-14.563693
x1,-14.743740
x1,-14.923679
x1,-15.103528
x1,-15.283269
x1,-15.462886
x1,-15.642413
x1,-15.821832
x1,-16.001144
x1,-16.180367
x1,-16.359465
x1,-16.538455
x1,-16.717357
x1,-16.896152
x1,-17.074822
x1,-17.253403
x1,-17.431877
x1,-17.610245
x1,-17.788505
x1,-17.966679
x1,-18.144726
x1,-18.322666
x1,-18.500520
x1,-18.678268
x1,-18.855909
x1,-19.033444
x1,-19.210872
x1,-19.388194
x1,-19.565409
x1,-19.742518
x1,-19.919542
x1,-20.096439
x1,-20.273251
x1,-20.449957
x1,-20.626558
x1,-20.803052
x1,-20.979440
x1,-21.155722
x1,-21.331898
x1,-21.507992
x1,-21.683957
x1,-21.859839
x1,-22.035592
x1,-22.211262
x1,-22.386828
x1,-22.562288
x1,-22.737642
x1,-22.912916
x1,-23.088059
x1,-23.263096
x1,-23.438054
x1,-23.612907
x1,-23.787628
x1,-23.962270
x1,-24.136806
x1,-24.311238
x1,-24.485591
x1,-24.659813
x1,-24.833929
x1,-25.007967
x1,-25.181873
x1,-25.355702
x1,-25.529426
x1,-25.703045
x1,-25.876559
x1,-26.049969
x1,-26.223273
x1,-26.396503
x1,-26.569598
x1,-26.742618
x1,-26.915504
x1,-27.088315
x1,-27.261022
x1,-27.433624
x1,-27.606122
x1,-27.778515
x1,-27.950835
x1,-28.123020
x1,-28.295101
x1,-28.467109
x1,-28.639012
x1,-28.810812
x1,-28.982508
x1,-29.154099
x1,-29.325587
x1,-29.496971
x1,-29.668250
x1,-29.839459
x1,-30.010531
x1,-30.181533
x1,-30.352430
x1,-30.523191
x1,-30.693881
x1,-30.864468
x1,-31.034986
x1,-31.205366
x1,-31.375642
x1,-31.545850
x1,-31.715919
x1,-31.885920
x1,-32.055818
x1,-32.225613
x1,-32.395305
x1,-32.564893
x1,-32.734379
x1,-32.903761
x1,-33.073077
x1,-33.242252
x1,-33.411362
x1,-33.580332
x1,-33.749236
x1,-33.918038
x1,-34.086736
x1,-34.255332
x1,-34.423864
x1,-34.592254
x1,-34.760542
x1,-34.928766
x1,-35.096848
x1,-35.264867
x1,-35.432784
x1,-35.600598
x1,-35.768310
x1,-35.935919
x1,-36.103426
x1,-36.270872
x1,-36.438174
x1,-36.605416
x1,-36.772513
x1,-36.939550
x1,-37.106485
x1,-37.273319
x1,-37.440050
x1,-37.606679
x1,-37.773248
x1,-37.939673
x1,-38.105997
x1,-38.272261
x1,-38.438424
x1,-38.604442
x1,-38.770401
x1,-38.936259
x1,-39.102015
x1,-39.267714
x1,-39.433267
x1,-39.598719
x1,-39.764114
x1,-39.929363
x1,-40.094555
x1,-40.259646
x1,-40.424636
x1,-40.589525
x1,-40.754313
x1,-40.918999
x1,-41.083584
x1,-41.248115
x1,-41.412498
x1,-41.576827
x1,-41.741055
x1,-41.905135
x1,-42.069162
x1,-42.233087
x1,-42.396912
x1,-42.560684
x1,-42.724308
