x1,0.000100
x1,0.000098
x1,0.000096
x1,0.000094
x1,0.000092
x1,0.000092
x1,0.000092
x1,20.000000
x1,20.000000
x1,20.000000
x1,138.000000
x1,138.000000
x1,138.000000
x1,137.944811
x1,137.889644
x1,137.834499
x1,137.779377
x1,137.724276
x1,137.669197
x1,137.614140
x1,137.559106
x1,137.504093
x1,137.449103
x1,137.394134
x1,137.339187
x1,137.284263
x1,137.229360
x1,137.174479
x1,137.119620
x1,137.064783
x1,137.009968
x1,136.955175
x1,136.900404
x1,136.845655
x1,136.790928
x1,136.736222
x1,136.681539
x1,136.626877
x1,136.572237
x1,136.517619
x1,136.463023
x1,136.408449
x1,136.353896
x1,136.299366
x1,136.244857
x1,136.190370
x1,136.135905
x1,136.081461
x1,136.027039
x1,135.972639
x1,135.918261
x1,135.863905
x1,135.809570
x1,135.755257
x1,135.700966
x1,135.646696
x1,135.592449
x1,135.538222
x1,135.484018
x1,135.429835
x1,135.375674
x1,135.321535
x1,135.267417
x1,135.213321
x1,135.159246
x1,135.105193
x1,135.051162
x1,134.997152
x1,134.943164
x1,134.889198
x1,134.835253
x1,134.781330
x1,134.727428
x1,134.673548
x1,134.619689
x1,134.565852
x1,134.512036
x1,134.458242
x1,134.404470
x1,134.350719
x1,134.296989
x1,134.243281
x1,134.189595
x1,134.135930
x1,134.082286
x1,134.028664
x1,133.975063
x1,133.921484
x1,133.867926
x1,133.814389
x1,133.760874
x1,133.707381
x1,133.653908
x1,133.600457
x1,133.547028
x1,133.493620
x1,133.440233
x1,133.386868
x1,133.333524
x1,133.280201
x1,133.226899
x1,133.173619
x1,133.120361
x1,133.067123
x1,133.013907
x1,132.960712
x1,132.907538
x1,132.854386
x1,132.801255
x1,132.748145
x1,132.695056
x1,132.641989
x1,132.588943
x1,132.535918
x1,132.482914
x1,132.429931
x1,132.376970
x1,132.324030
x1,132.271111
x1,132.218213
x1,132.165336
x1,132.112481
x1,132.059646
x1,132.006833
x1,131.954041
x1,131.901270
x1,131.848520
x1,131.795791
x1,131.743083
x1,131.690396
x1,131.637731
x1,131.585086
x1,131.532463
x1,131.479860
x1,131.427279
x1,131.374718
x1,131.322179
x1,131.269661
x1,131.217163
x1,131.164687
x1,131.112231
x1,131.059797
x1,131.007384
x1,130.954991
x1,130.902620
x1,130.850269
x1,130.797939
x1,130.745631
x1,130.693343
x1,130.641076
x1,130.588830
x1,130.536605
x1,130.484401
x1,130.432217
x1,130.380055
x1,130.327913
x1,130.275793
x1,130.223693
x1,130.171614
x1,130.119555
x1,130.067518
x1,130.015501
x1,129.963506
x1,129.911531
x1,129.859576
x1,129.807643
x1,129.755730
x1,129.703838
x1,129.651967
x1,129.600117
x1,129.548287
x1,129.496478
x1,129.444690
x1,129.392922
x1,129.341176
x1,129.289449
x1,129.237744
x1,129.186059
x1,129.134395
x1,129.082752
x1,129.031129
x1,128.979527
x1,128.927945
x1,128.876384
x1,128.824844
x1,128.773325
x1,128.721826
x1,128.670347
x1,128.618889
x1,128.567452
x1,128.516035
x1,128.464639
x1,128.413264
x1,128.361909
x1,128.310574
x1,128.259260
x1,128.207967
x1,128.156694
x1,128.105441
x1,128.054209
x1,128.002998
x1,127.951807
x1,127.900637
x1,127.849486
x1,127.798357
x1,127.747248
x1,127.696159
x1,127.645091
x1,127.594043
x1,127.543016
x1,127.492009
x1,127.441022
